TT1_assigned_to_cpu_1,TT1_completed_cpu_1,TT1_xcompleted_cpu_1,TT1_missed_cpu_1,TT1_energy_cpu_1,TT1_wasted-energy_cpu_1,TT1_assigned_to_cpu_2,TT1_completed_cpu_2,TT1_xcompleted_cpu_2,TT1_missed_cpu_2,TT1_energy_cpu_2,TT1_wasted-energy_cpu_2,TT1_assigned_to_gpu_1,TT1_completed_gpu_1,TT1_xcompleted_gpu_1,TT1_missed_gpu_1,TT1_energy_gpu_1,TT1_wasted-energy_gpu_1,TT2_assigned_to_cpu_1,TT2_completed_cpu_1,TT2_xcompleted_cpu_1,TT2_missed_cpu_1,TT2_energy_cpu_1,TT2_wasted-energy_cpu_1,TT2_assigned_to_cpu_2,TT2_completed_cpu_2,TT2_xcompleted_cpu_2,TT2_missed_cpu_2,TT2_energy_cpu_2,TT2_wasted-energy_cpu_2,TT2_assigned_to_gpu_1,TT2_completed_gpu_1,TT2_xcompleted_gpu_1,TT2_missed_gpu_1,TT2_energy_gpu_1,TT2_wasted-energy_gpu_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,4.0,13.0,3265.65,2295.18,12.0,3.0,1.0,8.0,1759.23,1350.765,68.0,25.0,20.0,23.0,4.66,1.521
