Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,consumed_energy%,energy_per_completion
0,100,100,0,0,44,31.0,25.0,56.0,7.934589999999832,2.5504039285713747
