TT1_assigned_to_cpu_1,TT1_completed_cpu_1,TT1_xcompleted_cpu_1,TT1_missed_cpu_1,TT1_energy_cpu_1,TT1_wasted-energy_cpu_1,TT1_assigned_to_cpu_2,TT1_completed_cpu_2,TT1_xcompleted_cpu_2,TT1_missed_cpu_2,TT1_energy_cpu_2,TT1_wasted-energy_cpu_2,TT1_assigned_to_cpu_3,TT1_completed_cpu_3,TT1_xcompleted_cpu_3,TT1_missed_cpu_3,TT1_energy_cpu_3,TT1_wasted-energy_cpu_3,TT1_assigned_to_gpu_1,TT1_completed_gpu_1,TT1_xcompleted_gpu_1,TT1_missed_gpu_1,TT1_energy_gpu_1,TT1_wasted-energy_gpu_1,TT2_assigned_to_cpu_1,TT2_completed_cpu_1,TT2_xcompleted_cpu_1,TT2_missed_cpu_1,TT2_energy_cpu_1,TT2_wasted-energy_cpu_1,TT2_assigned_to_cpu_2,TT2_completed_cpu_2,TT2_xcompleted_cpu_2,TT2_missed_cpu_2,TT2_energy_cpu_2,TT2_wasted-energy_cpu_2,TT2_assigned_to_cpu_3,TT2_completed_cpu_3,TT2_xcompleted_cpu_3,TT2_missed_cpu_3,TT2_energy_cpu_3,TT2_wasted-energy_cpu_3,TT2_assigned_to_gpu_1,TT2_completed_gpu_1,TT2_xcompleted_gpu_1,TT2_missed_gpu_1,TT2_energy_gpu_1,TT2_wasted-energy_gpu_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,3.0,11.0,2333.565,1506.78,7.0,1.0,2.0,4.0,985.815,633.78,1.0,0.0,0.0,1.0,202.5,202.5,67.0,28.0,23.0,16.0,4.68,1.151
