Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,consumed_energy%,energy_per_completion
0,100,100,0,0,47,36.0,17.0,53.0,8.687404444444498,2.950439245283037
