TT1_assigned_to_cpu_1,TT1_completed_cpu_1,TT1_xcompleted_cpu_1,TT1_missed_cpu_1,TT1_energy_cpu_1,TT1_wasted-energy_cpu_1,TT1_assigned_to_cpu_2,TT1_completed_cpu_2,TT1_xcompleted_cpu_2,TT1_missed_cpu_2,TT1_energy_cpu_2,TT1_wasted-energy_cpu_2,TT1_assigned_to_cpu_3,TT1_completed_cpu_3,TT1_xcompleted_cpu_3,TT1_missed_cpu_3,TT1_energy_cpu_3,TT1_wasted-energy_cpu_3,TT1_assigned_to_gpu_1,TT1_completed_gpu_1,TT1_xcompleted_gpu_1,TT1_missed_gpu_1,TT1_energy_gpu_1,TT1_wasted-energy_gpu_1,TT2_assigned_to_cpu_1,TT2_completed_cpu_1,TT2_xcompleted_cpu_1,TT2_missed_cpu_1,TT2_energy_cpu_1,TT2_wasted-energy_cpu_1,TT2_assigned_to_cpu_2,TT2_completed_cpu_2,TT2_xcompleted_cpu_2,TT2_missed_cpu_2,TT2_energy_cpu_2,TT2_wasted-energy_cpu_2,TT2_assigned_to_cpu_3,TT2_completed_cpu_3,TT2_xcompleted_cpu_3,TT2_missed_cpu_3,TT2_energy_cpu_3,TT2_wasted-energy_cpu_3,TT2_assigned_to_gpu_1,TT2_completed_gpu_1,TT2_xcompleted_gpu_1,TT2_missed_gpu_1,TT2_energy_gpu_1,TT2_wasted-energy_gpu_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,3.0,19.0,3770.865,3136.32,25.0,3.0,7.0,15.0,3656.34,2290.995,25.0,8.0,4.0,13.0,3312.0,1879.965,25.0,22.0,3.0,0.0,2.149,0.0
