TT1_assigned_to_cpu_1,TT1_completed_cpu_1,TT1_xcompleted_cpu_1,TT1_missed_cpu_1,TT1_energy_cpu_1,TT1_wasted-energy_cpu_1,TT1_assigned_to_cpu_2,TT1_completed_cpu_2,TT1_xcompleted_cpu_2,TT1_missed_cpu_2,TT1_energy_cpu_2,TT1_wasted-energy_cpu_2,TT1_assigned_to_gpu_1,TT1_completed_gpu_1,TT1_xcompleted_gpu_1,TT1_missed_gpu_1,TT1_energy_gpu_1,TT1_wasted-energy_gpu_1,TT2_assigned_to_cpu_1,TT2_completed_cpu_1,TT2_xcompleted_cpu_1,TT2_missed_cpu_1,TT2_energy_cpu_1,TT2_wasted-energy_cpu_1,TT2_assigned_to_cpu_2,TT2_completed_cpu_2,TT2_xcompleted_cpu_2,TT2_missed_cpu_2,TT2_energy_cpu_2,TT2_wasted-energy_cpu_2,TT2_assigned_to_gpu_1,TT2_completed_gpu_1,TT2_xcompleted_gpu_1,TT2_missed_gpu_1,TT2_energy_gpu_1,TT2_wasted-energy_gpu_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,12.0,2399.76,1709.28,8.0,1.0,2.0,5.0,1188.315,836.28,66.0,27.0,24.0,15.0,4.705,1.143
