Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,consumed_energy%,energy_per_completion
0,100,93,7,0,32,33.0,28.000000000000004,61.0,7.885702777777818,2.326928688524602
